gate,net_ID,CC0,CC1,CO,is_trojan
g189,179,75,4,6,0
g19,56,3,84,0,0
g190,178,55,4,9,0
g191,177,121,4,6,0
g192,176,61,4,6,0
g193,175,1358,4,168786,0
g194,174,168,4,169976,0
g195,173,97,4,6,0
g196,172,21758,4,148381,0
g197,171,90,4,6,0
g198,170,77,4,9,0
g199,169,114,4,6,0
g2,47,2,2,0,0
g20,313,15,99,12,0
g200,168,85,4,6,0
g201,167,12,4,6,0
g202,166,82,4,170062,0
g203,165,54,4,6,0
g204,164,76,4,6,0
g205,163,107,4,6,0
g206,162,599,11,84479,0
g207,161,5359,11,79716,0
g208,160,89,9,84991,0
g209,159,21679,11,63396,0
g21,312,20,46,12,0
g210,158,10799,11,74276,0
g211,157,43436,10,41639,0
g212,156,259,11,84821,0
g213,155,2639,11,82436,0
g214,154,1279,11,83801,0
g215,153,2,2,92,0
g216,152,43515,4,126624,0
g217,151,2718,4,167421,0
g218,150,2,2,6,0
g219,149,2,2,144,0
g22,311,9,95,22,0
g220,148,2,2,245,0
g221,147,83,4,6,0
g222,146,2,2,6,0
g223,145,2,2,144,0
g224,144,128,4,6,0
g225,143,10878,4,159261,0
g226,142,2,2,6,0
g227,141,2,2,6,0
g228,140,2,2,195,0
g229,139,84991,7,79,0
g23,62,3,1357,83718,0
g230,138,2,2,6,0
g231,137,7,54,60,0
g232,136,131,5,10,0
g233,135,80,5,10,0
g234,134,58,5,11,0
g235,133,7,67,24,0
g236,132,25,19,33,0
g237,332,6,84990,80,0
g238,99,76832,5,8238,0
g239,98,65953,6,19117,0
g24,59,3,167,84908,0
g240,97,65274,5,19796,0
g241,96,8157,5,76913,0
g242,95,678,7,84392,0
g243,94,43515,4,41555,0
g244,93,2718,4,82352,0
g245,92,5438,4,79632,0
g246,91,10878,4,74192,0
g247,90,21758,4,63312,0
g248,331,9,43435,41640,0
g249,330,10,21678,63397,0
g25,60,3,337,84738,0
g250,131,5,43431,41644,0
g251,130,21672,9,63403,0
g252,329,10,10798,74277,0
g253,129,21672,6,63403,0
g254,128,5,21671,63404,0
g255,127,10792,9,74283,0
g256,328,10,5358,79717,0
g257,126,10792,6,74283,0
g258,125,5,10791,74284,0
g259,124,5352,9,79723,0
g26,61,3,677,84396,0
g260,327,10,2638,82437,0
g261,123,5352,6,79723,0
g262,122,5,5351,79724,0
g263,121,2632,9,82443,0
g264,326,10,1278,83802,0
g265,120,2632,6,82443,0
g266,119,5,2631,82444,0
g267,118,1272,9,83808,0
g268,325,10,598,84480,0
g269,117,1272,6,83803,0
g27,65,3,10877,74193,0
g270,116,5,1271,83804,0
g271,115,592,9,84486,0
g272,324,10,258,84822,0
g273,114,592,6,84483,0
g274,113,5,591,84484,0
g275,112,252,9,84828,0
g276,323,8,88,84992,0
g277,111,252,6,84823,0
g278,110,5,251,84824,0
g279,109,82,7,84998,0
g28,63,3,2717,82353,0
g280,108,678,4,84397,0
g281,107,1358,4,83717,0
g282,106,21758,4,63317,0
g283,105,82,4,84993,0
g284,104,168,4,84907,0
g285,103,5438,4,79637,0
g286,102,10878,4,74197,0
g287,101,338,4,84737,0
g288,100,2718,4,82357,0
g29,64,3,5437,79633,0
g3,25,3,54,0,0
g30,58,3,81,84994,0
g31,310,5,72,27,0
g32,309,5,125,22,0
g33,308,5,94,26,0
g34,307,3,8,3,0
g35,306,3,81,3,0
g36,66,3,21757,63313,0
g37,67,3,43514,41556,0
g38,304,21,18,37,0
g39,303,11,334,84741,0
g4,26,3,76,0,0
g40,302,11,164,84911,0
g41,301,5,7,6,0
g42,300,11,78,84997,0
g43,299,11,674,84399,0
g44,305,17,20,38,0
g45,298,78,19,6,0
g46,297,11,1354,83721,0
g47,296,11,2714,82356,0
g48,295,11,5434,79636,0
g49,294,11,21754,63316,0
g5,27,3,107,0,0
g50,293,11,43511,41559,0
g51,292,11,10874,74196,0
g52,291,5,87777,82362,0
g53,290,4,24,9,0
g54,289,5,43510,41565,0
g55,288,5,85141,85003,0
g56,287,5,5433,79642,0
g57,286,5,85227,84917,0
g58,285,5,163,84917,0
g59,284,5,85397,84747,0
g6,23,3,75,0,0
g60,283,5,333,84747,0
g61,282,5,85737,84405,0
g62,281,5,673,84405,0
g63,280,5,86417,83727,0
g64,279,5,21753,63322,0
g65,278,5,159,20,0
g66,277,13,77,12,0
g67,276,5,90497,79642,0
g68,275,5,95937,74202,0
g69,274,5,106817,63322,0
g7,24,3,106,0,0
g70,273,5,10873,74202,0
g71,272,5,128574,41565,0
g72,271,5,1353,83727,0
g73,270,11,16,47,0
g74,269,73,14,38,0
g75,268,8,120,50,0
g76,267,20,69,38,0
g77,266,5,77,85003,0
g78,265,2,4,11,0
g79,264,5,2713,82362,0
g8,22,3,53,0,0
g80,261,14,68,44,0
g81,260,67,13,44,0
g82,259,15,68,16,0
g83,263,73,4,85002,0
g84,262,85058,4,85081,0
g85,258,11,3,22,0
g86,256,73,14,106,0
g87,254,5,15,53,0
g88,253,5,90,53,0
g89,252,5,194,53,0
g9,322,6,51,3,0
g90,257,2,10,13,0
g91,255,13,72,76,0
g92,41,3,90,0,0
g93,42,3,141,0,0
g94,43,3,121,0,0
g95,45,3,195,0,0
g96,40,3,69,0,0
g97,44,3,172,0,0
g98,46,3,246,0,0
g99,250,2,193,56,0
