gate,CC0,CC1,CO,is_trojan
g426,26,5,82,0
g427,14,10,80,0
g428,4,17,207,0
g429,40,10,202,0
g430,9,9,177,0
g431,15,19,209,0
g432,4,8,231,0
g433,2,2,90,1
g434,47,43,0,0
g435,8,7,102,1
g436,47,43,0,0
g437,10,16,72,0
g438,13,17,49,0
g439,4,17,207,0
g440,15,19,173,0
g441,12,16,190,0
g442,15,19,205,0
g443,4,17,255,0
g444,4,8,238,0
g445,47,43,0,0
g446,4,21,190,0
g447,31,5,170,0
g448,7,3,39,0
g449,4,8,303,0
g450,58,6,36,0
g451,12,16,182,0
g452,47,5,154,0
g453,9,9,195,0
g454,10,14,150,0
g455,4,8,90,0
g456,18,14,174,0
g457,4,21,167,0
g458,15,19,173,0
g459,30,4,64,0
g460,4,17,255,0
g461,47,43,0,0
g462,4,8,204,0
g463,7,3,39,0
g464,4,8,49,0
g465,4,8,64,0
g466,7,3,201,0
g467,16,5,109,0
g468,7,3,50,1
g469,3,7,98,0
g470,3,5,94,0
g471,18,14,245,0
g472,3,7,94,0
g473,5,32,83,0
g474,17,4,77,0
g475,11,31,132,0
g476,4,8,281,0
g477,4,17,280,0
g478,17,17,65,0
g479,46,10,196,0
g480,4,8,111,0
g481,4,17,160,0
g482,12,16,182,0
g483,4,8,231,0
g484,2,2,68,1
g485,4,17,207,0
g486,17,4,187,0
g487,4,21,167,0
g488,9,57,185,0
g489,11,7,35,0
g490,47,43,0,0
g491,7,3,180,0
g492,81,5,120,0
g493,10,14,274,0
g494,4,8,90,0
g495,4,8,285,0
g496,6,67,192,0
g497,12,16,182,0
g498,9,9,85,0
g499,50,4,129,0
g500,4,15,223,0
g501,22,10,263,0
g502,4,15,235,0
g503,12,16,190,0
g504,7,3,160,0
g505,4,8,97,0
g506,9,11,189,0
g507,3,15,187,0
g508,70,10,184,0
g509,15,19,244,0
g510,4,8,200,0
g511,57,6,144,0
g512,12,4,82,0
g513,9,11,189,0
g514,18,14,174,0
g515,9,11,189,0
g516,15,19,196,0
g517,19,15,27,0
g518,47,43,0,0
g519,4,8,182,0
g520,3,15,179,0
g521,7,3,172,0
g522,4,8,82,0
g523,47,43,0,0
g524,4,8,97,0
g525,6,32,76,0
g526,31,5,148,0
g527,4,21,218,0
g528,4,8,237,0
g529,47,43,0,0
g530,4,17,207,0
g531,7,3,160,0
g532,18,5,94,0
g533,6,52,194,0
g534,47,43,0,0
g535,18,14,245,0
g536,47,43,0,0
g537,4,8,231,0
g538,7,3,183,0
g539,12,16,207,0
g540,4,8,182,0
g541,7,3,183,0
g542,15,19,196,0
g543,4,21,190,0
g544,16,10,219,0
g545,9,9,190,0
g546,10,14,82,0
g547,4,8,250,0
g548,4,15,284,0
g549,9,81,250,0
g550,15,19,252,0
g551,4,8,160,0
g552,3,10,46,0
g553,7,3,112,0
g554,4,8,182,0
g555,5,21,71,1
g556,47,43,0,0
g557,4,18,82,0
g558,7,3,91,0
g559,6,67,192,0
g560,6,59,108,0
g561,7,3,87,0
g562,15,19,196,0
g563,47,43,0,0
g564,3,7,46,0
g565,47,43,0,0
g566,4,21,199,0
g567,4,8,261,0
g568,15,4,152,0
g569,4,17,220,0
g570,47,43,0,0
g571,58,10,184,0
g572,7,3,39,0
g573,9,51,250,0
g574,7,3,201,0
g575,11,31,46,0
g576,4,17,184,0
g577,4,8,182,0
g578,4,8,101,0
g579,7,3,160,0
g580,7,3,39,0
g581,6,67,200,0
g582,6,67,200,0
g583,47,43,0,0
g584,4,8,332,0
g585,15,19,173,0
g586,7,3,183,0
g587,16,14,270,0
g588,7,3,180,0
g589,3,13,208,0
g590,4,21,190,0
g591,18,14,245,0
g592,9,11,189,0
g593,9,9,218,0
g594,4,8,160,0
g595,4,8,182,0
g596,18,4,59,0
g597,9,11,189,0
g598,9,63,250,0
g599,47,43,0,0
g600,15,19,244,0
g601,9,13,49,0
g602,70,10,255,0
g603,8,4,84,1
g604,7,3,211,0
g605,12,16,182,0
g606,18,14,253,0
g607,47,43,0,0
g608,3,14,46,0
g609,9,9,226,0
g610,4,8,90,0
g611,9,45,197,0
g612,3,13,46,0
g613,8,9,102,1
g614,16,14,225,0
g615,22,10,213,0
g616,11,7,35,0
g617,47,43,0,0
g618,3,16,46,0
g619,10,10,275,0
g620,3,7,95,0
g621,9,15,270,0
g622,7,3,39,0
g623,22,5,72,0
g624,12,16,182,0
g625,4,29,53,0
g626,11,7,35,0
g627,7,3,65,0
g628,4,23,195,0
g629,4,8,244,0
g630,4,8,64,0
g631,47,43,0,0
g632,4,17,207,0
