gate,CC0,CC1,CO,is_trojan
U289,3,2,92,0
iXMIT_bitCountH_reg_1_,4,61,66,0
iXMIT_xmit_ShiftRegH_reg_7_,4,108,15,0
iXMIT_xmit_doneH_reg,4,18,5,0
iRECEIVER_rec_readyH_reg,4,10,0,0
iRECEIVER_par_dataH_reg_7_,4,45,23,0
rec_dataH_temp_reg_7_,17,66,0,0
rec_dataH_reg_7_,4,74,0,0
iRECEIVER_par_dataH_reg_6_,4,78,33,0
rec_dataH_temp_reg_6_,17,99,10,0
rec_dataH_reg_6_,4,67,0,0
iRECEIVER_par_dataH_reg_5_,4,71,33,0
rec_dataH_temp_reg_5_,17,92,10,0
rec_dataH_reg_5_,4,60,0,0
iRECEIVER_par_dataH_reg_4_,4,64,33,0
rec_dataH_temp_reg_4_,17,85,10,0
rec_dataH_reg_4_,4,53,0,0
iRECEIVER_par_dataH_reg_3_,4,57,33,0
rec_dataH_temp_reg_3_,17,78,10,0
rec_dataH_reg_3_,4,46,0,0
iRECEIVER_par_dataH_reg_2_,4,50,33,0
rec_dataH_temp_reg_2_,17,71,10,0
rec_dataH_reg_2_,4,39,0,0
iRECEIVER_par_dataH_reg_1_,4,43,33,0
rec_dataH_temp_reg_1_,17,64,10,0
rec_dataH_reg_1_,4,32,0,0
iRECEIVER_par_dataH_reg_0_,4,36,33,0
rec_dataH_temp_reg_0_,17,57,10,0
rec_dataH_reg_0_,4,25,0,0
iRECEIVER_recd_bitCntrH_reg_3_,4,38,50,0
iRECEIVER_recd_bitCntrH_reg_1_,4,24,70,0
iXMIT_bitCell_cntrH_reg_3_,4,47,63,0
iRECEIVER_rec_datSyncH_reg,10,3,10,0
U291,8,7,83,0
U1,6,18,57,0
U2,6,11,67,0
U34,6,4,77,0
U37,6,18,44,0
U40,6,6,33,0
U43,6,14,9,0
U46,6,104,79,0
U49,6,104,69,0
U52,6,104,59,0
U53,6,104,49,0
U54,6,104,39,0
U70,6,104,29,0
U76,6,104,19,0
U78,6,71,50,0
U81,6,64,60,0
U84,6,57,70,0
U86,6,50,80,0
U98,6,85,30,0
U103,6,92,26,0
U104,6,78,40,0
U105,6,7,25,0
U110,5,5,15,0
U115,6,99,89,0
U119,6,27,89,0
U121,6,20,90,0
U122,6,43,67,0
U130,6,27,64,0
U133,6,20,74,0
U134,6,13,84,0
U136,6,34,54,0
U139,6,21,4,0
U140,6,40,27,0
U141,6,32,37,0
U142,6,28,4,0
U143,6,47,27,0
U144,6,39,37,0
U145,6,35,4,0
U146,6,54,27,0
U147,6,46,37,0
U148,6,42,4,0
U149,6,61,27,0
U150,6,53,37,0
U151,6,49,4,0
U152,6,68,27,0
U153,6,60,37,0
U154,6,56,4,0
U155,6,75,27,0
U156,6,67,37,0
U157,6,63,4,0
U158,6,82,27,0
U159,6,74,37,0
U160,6,70,4,0
U161,6,49,17,0
U162,6,41,27,0
U163,6,6,4,0
U164,6,13,33,0
U165,6,25,47,0
U166,6,36,77,0
U167,6,33,83,0
